"id","category_id","mahorais","francais","example","status",
"476","12","Ama ana moro !Rangu lini de trongo ini ya mpara ?","Oh là là qu'est-ce qu'il a chaud! Depuis quand est-il dans cet état?","_","active",
"477","12","Rangu jana uku.","Depuis cette nuit.","_","active",
"478","12","Basi vulishiya, ka isihatwari hanguvu vavo asi heya manyo .","Alors, écoutez, ce n'est pas très grave: c'est la poussée des dents.","_","active",
"479","12","Utsomba mbiya zini amo hisa ula : mbili asubuhi, mbili mtsana, mbili ukwari.","Vous lui donnerez ces comprimés après chaque repas : deux le matin, deux à midi et deux le soir.","_","active",
"480","12","Marahaba duktera !","Merci docteur !","_","active",
"481","12","Kwaheri bweni, wangina.","Au revoir madame, un autre!","_","active",
"482","13","Mtsala","Mince","_","active",
"483","13","Mahondra","Maigre","_","active",
"484","13","Shimo","La silhouette","_","active",
"485","13","Miba","Le squelette","_","active",
"486","13","Muba","Un os","_","active",
"487","13","Shifungo","Une articulation","_","active",
"488","13","Nyama","La chair","_","active",
"489","13","Ngwezi","La peau","_","active",
"490","13","Urisa","Laid","_","active",
"491","13","Uzuri","La beauté","_","active",
"492","13","Mzuri","Beau, belle","_","active",
"493","13","Tsi","Les sourcils","_","active",
"494","13","Kove","Les paupières","_","active",
"495","13","Domo","Une lèvre","_","active",
"496","13","Domo la uju","La lèvre supérieure","_","active",
"497","13","Domo la utsini","La lèvre inférieure","_","active",
"498","13","dzigno","Une dent","_","active",
"499","13","Ulime","La langue","_","active",
"500","13","Ndrevu","La barbe","_","active",
"501","13","Puzi, dzipuzi","Un poil","_","active",
"502","13","Umidza zi nyole","Dresser les cheveux","_","active",
"503","13","Nyole singa","Cheveux lisses","_","active",
"504","13","Nyole makiripi","Cheveux crépus","_","active",
"505","13","Mabele","Les seins","_","active",
"506","13","Mbavu","Les côtes","_","active",
"507","13","Mba wa mengo","La colonne vertébrale","_","active",
"508","13","Roho","Le coeur","_","active",
"509","13","Damu","Le sang","_","active",
"510","13","Roho isendra","Le coeur bat","_","active",
"511","13","Roho isendra mbiyo","Le coeur palpite","_","active",
"512","13","Trumbo","L'estomac","_","active",
"513","13","Shiga","Les membres","_","active",
"514","13","Uhedza mabega","Hausser les épaules","_","active",
"515","13","Mhono wa kume","La main droite","_","active",
"516","13","Mhono wa potro","La main gauche","_","active",
"517","13","potro","Un gaucher","_","active",
"518","13","Kofu","Les ongles","_","active",
"519","13","Tsoma","Le poing","_","active",
"520","13","Karo bwe","Pieds-nu","_","active",
"521","13","Shitswa truvu","Tête nue","_","active",
"522","13","Maji ya mpara ma  gunguniju","Il est mouillé jusqu'aux genoux","_","active",
"523","13","Utsengeleya karibu","Se rapprocher","_","active",
"524","13","Utsengeleya mbali","S'éloigner","_","active",
"525","13","Uendra mbeli","S'avancer","_","active",
"526","13","Uviriya","Passer auprès","_","active",
"527","13","Ngao moja","Un pas","_","active",
"528","13","Haraka, tshaputshapu","Vite","_","active",
"529","13","Vole vole","Lent","_","active",
"530","13","Uendra haraka","Marcher vite","_","active",
"531","13","Ubua magandro","Enjamber","_","active",
"532","13","Ha tsa za kofu","Sur la pointe des pieds","_","active",
"533","13","Utriya ringa","Faire un croc en jambe","_","active",
"534","13","Udzi wusa","Se laisser tomber","_","active",
"535","13","Wusa mutru","Faire tomber qqn","_","active",
"536","13","Ani Wusu","Il m'a fait tomber","_","active",
"537","13","Hima!","Relève-toi!","_","active",
"538","13","Atrala","Il s'est enfui","_","active",
"539","13","Anyi mwesi","Il a pris ses jambes à son cou","_","active",
"540","13","Uvutsa na uvuka","Lancer et attraper","_","active",
"541","13","Utrika","Porter sur la tête","_","active",
"542","13","Usika hodari","Saisir vivement","_","active",
"543","13","Kwala","Un coup sur la tête","_","active",
"544","13","Radi","Un coup de tonnerre","_","active",
"545","13","Tsoma","Un coup de poing","_","active",
"546","13","Kondro","Une dispute, une guerre, combat","_","active",
"547","13","Mashindrano","Une lutte, une dispute","_","active",
"548","13","Uwaswili","Atteindre","_","active",
"549","13","Usukuma","Pousser","_","active",
"550","13","Uvura","Tirer","_","active",
"551","13","Udzua","Soulever","_","active",
"552","13","Usamidza","Enfoncer, fourrer","_","active",
"553","13","Uvutsa","Lancer à la volée","_","active",
"554","13","Uvutsia","Lancer à (pour blesser), jeter avec violence","_","active",
"555","13","Utsebwereha","Etre épuisé","_","active",
"556","13","Uzia","Arrêter","_","active",
"557","13","Uvumua","Se reposer","_","active",
"558","13","Uvumuzi","Le repos","_","active",
"559","13","Ulemevu","La fatigue","_","active",
"560","13","Na taharaki","Vif, remuant","_","active",
"561","13","Utrulia","Rester tranquille","_","active",
"562","13","Mbole","Grand","_","active",
"563","13","Mundra","Elancé","_","active",
"564","13","Mnene","Gros","_","active",
"565","13","Shirere","Un nain","_","active",
"566","13","Mtronga","Gras","_","active",
"567","14","Misi","La ligne","_","active",
"568","14","Ulo","L'hameçon","_","active",
"569","14","Shambwi","L'appât","_","active",
"570","14","Bati","Le plomb","_","active",
"571","14","Ufunga trambwi","Faire un noeud","_","active",
"572","14","Uvutsa misi","Lancer la ligne","_","active",
"573","14","Utriya shambwi","Attacher l'appât","_","active",
"574","14","Uvura misi","Tirer la ligne","_","active",
"575","14","Mulozi","Un pêcheur","_","active",
"576","14","Ulowa","Pêcher","_","active",
"577","14","Fii zisi Iisa","La pêche est bonne","_","active",
"578","14","Maji ya wendra","Un courant","_","active",
"579","14","Maji ya si vura","Il y a du courant","_","active",
"580","14","Vwa pevo","Il y a du vent","_","active",
"581","14","Pevo isi vuma","Le vent souffle","_","active",
"582","14","Lini kusi","C'est la saison sèche","_","active",
"583","14","Ini kashkazi","C'est la saison chaude","_","active",
"584","14","Daruba","Le cyclone","_","active",
"585","14","Vwa baridi","Il fait froid","_","active",
"586","14","Uona baridi","Avoir froid","_","active",
"587","14","Uvunguha","Diminuer","_","active",
"588","14","Utruliya","Se calmer","_","active",
"589","14","Wakati ubuzu","Le temps a changé","_","active",
"590","14","Vwa maluja","Il y a des vagues","_","active",
"591","14","Duja","Une vague","_","active",
"592","14","Yani maji ya uja","C'est la marée montante","_","active",
"593","14","Yanimaji ya uvwa","C'est la marée descendante","_","active",
"594","14","Bahari Hala","La mer est calme","_","active",
"595","14","Vuwa","La pluie","_","active",
"596","14","Vuwa isi nya","Il pleut","_","active",
"597","14","Tsi lowo","Je suis trempé","_","active",
"598","14","Ulowa","Etre trempé","_","active",
"599","14","Trosi","Une goutte","_","active",
"600","14","Mkakamba","Un arc-en-ciel","_","active",
"601","14","Vwa hari","Il fait chaud","_","active",
"602","14","Juwa la kali","Le soleil est ardent","_","active",
"603","14","Wingu","Le ciel","_","active",
"604","14","Wingu urahara","Le ciel est clair","_","active",
"605","14","Marikabu","Le bateau","_","active",
"606","14","Laka","La pirogue","_","active",
"607","14","Kasi","La (les) rame (s)","_","active",
"608","14","Gandro","Le balancier","_","active",
"609","14","Laka ya gandro","Une pirogue à balancier","_","active",
"610","14","Ngwe ya nanga","La corde (pour l'ancre)","_","active",
"611","14","Nanga","L'ancre","_","active",
"612","14","Laka i foroha","La pirogue est trouée","_","active",
"613","14","Laka iroro","La pirogue a chaviré","_","active",
"614","14","Avingwa na maji","Il est emporté par le courant","_","active",
"615","14","Mlongo","Une passe","_","active",
"616","14","Shisiwa","Un îlot","_","active",
"617","14","Rasi","Une presqu'île","_","active",
"618","14","Gambe","Un rocher","_","active",
"619","14","Kale","Un platier","_","active",
"620","14","Mwamba","Un récif","_","active",
"621","14","Tsandzal","Le rivage","_","active",
"622","14","Tsandzaleni","Sur le rivage","_","active",
"623","14","Mtsanga","Le sable","_","active",
"624","14","Mtsangani","A la plage","_","active",
"625","14","Fi","Un poisson","_","active",
"626","14","Tsehele","Un mérou","_","active",
"627","14","Papa","Le requin","_","active",
"628","14","Tra, kuba","La raie","_","active",
"629","14","Nyamba","La tortue","_","active",
"630","14","Pwedza","La pieuvre","_","active",
"631","14","Pwedza langisi","La seiche","_","active",
"632","14","Kamba diva","La langouste","_","active",
"633","14","Dadaka","Le crabe","_","active",
"634","14","Kokiyaji","Le coquillage","_","active",
"635","14","Bamuhe, halo dzatru baharini !","Beau-père, allons à la pêche!","_","active",
"636","14","Kusiwona ma vingu yale. Kusi kiya magunguma yao ?Aa, iyo vuwa mwandzani.","Tu ne vois pas ces nuages. Tu n'entends pas le tonnerre? Non, non, cela annonce de la pluie cher ami.","_","active",
"637","14","Wawe uriya sa. Laka yangu bole.","Oh, que tu es peureux! Ma pirogue est (assez) grande.","_","active",
"638","14"," Narendre ivo utsahao.","Ben, puisque tu y tiens, allons-y.","_","active",
"639","14","Basi endra zunguhe shambwi, wami narengue mkoba wa misi wangu.","Alors, vas chercher de l'appât. Moi,je vais prendre mon sac de pêche.","_","active",
"640","14","Ama usidele zikasi na inanga .","Surtout, n'oublie pas les rames et l'ancre.","_","active",
"641","15","Mtihanu","Un examen","_","active",
"642","15","Uvumuzi","Des vacances","_","active",
"643","15","Likoli zisibala","Les classes se terminent","_","active",
"644","15","Vakansi bole","Les grands vacances","_","active",
"645","15","Usomedza","Enseigner","_","active",
"646","15","Musomo","Le cours","_","active",
"647","15","Hisabu","Le calcul","_","active",
"648","15","Muhangishio","L'écriture","_","active",
"649","15","Uhangiha","Ecrire","_","active",
"650","15","Udzisa","Interroger","_","active",
"651","15","Udjibu","Répondre à","_","active",
"652","15","Usinidjibu !","Ne me réponds pas!","_","active",
"653","15","Usomahamu","Apprendre par cœur","_","active",
"654","15","Utiba","Copier","_","active",
"655","15","Udunga","Répéter","_","active",
"656","15","Uaridi","Réciter","_","active",
"657","15","Ufundriha","Apprendre","_","active",
"658","15","Uvumbua","Epeler","_","active",
"659","15","Uangiha ha","Une dictée","_","active",
"660","15","Kosa","Une faute","_","active",
"661","15","Uhasibu","Compter","_","active",
"662","15","Uengedza","Ajouter","_","active",
"663","15","Muengedzo","Addition","_","active",
"664","15","Mvungudziyo","Soustraction","_","active",
"665","15","Uvungudza","Soustraire","_","active",
"666","15","Uhasibu mara ata mara","Multiplier","_","active",
"667","15","Mwanyisio","Division","_","active",
"668","15","Uanyisioa","Diviser","_","active",
"669","15","Iyo nyangu","C'est facile","_","active",
"670","15","Iyo ndziro","C'est difficile","_","active",
"671","15","Deiyo","C'est juste, exact","_","active",
"672","15","Tsi de iyo","C'est faux","_","active",
"673","15","Himbo","Un chant","_","active",
"674","15","Uhimba","Chanter","_","active",
"675","15","Uheya klas ya ujuu","Passer en classe supérieure","_","active",
"676","15","Wanaziyoni","Les élèves","_","active",
"677","15","Mwana shiyoni","Un élève","_","active",
"678","15","Ujua","Savoir","_","active",
"679","15","Unahana","Se rappeler","_","active",
"680","15","Udala,","Oublier","_","active",
"681","15","Naankili","Intelligent","_","active",
"682","15","Mhodari harivua ...","Fort en","_","active",
"683","15","Bebe,daba","Un sot","_","active",
"684","15","Usirongowa mafitsi","Tu dis des bétises","_","active",
"685","15","shitswa bwe","Un cancre","_","active",
"686","15","Mfanyisi hazi","Un travailleur","_","active",
"687","15","Kana djitihadi","Il ne se donne pas la peine","_","active",
"688","15","Na sahau","Etourdi","_","active",
"689","15","Katruliya","Distrait","_","active",
"690","15","Mlala mishi","Négligent","_","active",
"691","15","Ulalamishi","La négligence","_","active",
"692","15","Waye utsambadza zitru zahe","Il laisse traîner ses affaires","_","active",
"693","15","Waye kana hila","Il est sans problème","_","active",
"694","15","Waye mbabufu","Il est bavard","_","active",
"695","15","Utriya keme","Faire du bruit","_","active",
"696","15","Ufunga","Punir","_","active",
"697","15","Waye uhoma uja","Il arrive en retard","_","active",
"698","15","Waye mtrazi (wa likoli)","Il fait l'école buissonnière","_","active",
"699","15","Utwali sura zahe","Apprendre ses leçons","_","active",
"700","15","Waye katwali","Il n'apprend pas","_","active",
"701","15","Shitswashi","Têtu","_","active",
"702","15","Kakiya","Insolent","_","active",
"703","15","Ufunga","Garder en retenue","_","active",
"704","15","Uswaliti mutru","Signaler la bêtise de qqn","_","active",
"705","15","Urema shengwe","Fouetter","_","active",
"706","15","Urema pii","Giffler","_","active",
"707","15","Uferesheya","Féliciter","_","active",
"708","15","Tsi hu fereshea !","Félicitations!","_","active",
"709","15","Ndzukundru","Rouge","_","active",
"710","15","Davu, murututu","Vert","_","active",
"711","15","Ndjeu, ngeu","Blanc","_","active",
"712","15","Dzindzano","Jaune","_","active",
"713","15","Ndzidu","Noir","_","active",
"714","15","Bile","Bleu","_","active",
"715","15","Range","Les couleurs","_","active",
"716","16","Uoha","Griller","_","active",
"717","16","Mako ya sharibo","Le réchaud à charbon","_","active",
"718","16","Wuma","La grille","_","active",
"719","16","Siyo","Le seau","_","active",
"720","16","Moro","Le feu","_","active",
"721","16","Uvudza moro","Allumer le feu","_","active",
"722","16","Maha","La braise","_","active",
"723","16","Vu","La cendre","_","active",
"724","16","Uvumbiha","Cuire sous la cendre","_","active",
"725","16","Na mwendre mwa zunguhe kuni !","Allez chercher du bois mort !","_","active",
"726","16","Furampe la ohwa","Du fruit à pain grillé","_","active",
"727","16","Uhua mhogo","Eplucher du manioc","_","active",
"728","16","Uvuhura mhogo","Croquer du manioc","_","active",
"729","16","Shijavu","Une noix de coco vert","_","active",
"730","16","Nadzi","Une noix de coco sec","_","active",
"731","16","Upatsa putu","Tremper (un aliment) dans du piment","_","active",
"732","16","Utsera shingo","Ecraser du sel","_","active",
"733","16","Utriya/Uengeza putu","Ajouter du piment","_","active",
"734","16","Utriya ndrimu","Ajouter du citron","_","active",
"735","17","Ukaribisha mutru","Faire entrer quelqu'un","_","active",
"736","17","Karibu!","Entrez!","_","active",
"737","17","Uketsi","S'asseoir","_","active",
"738","17","Uketsisa mutru","Asseoir quelqu'un","_","active",
"739","17","Shiri","Une chaise","_","active",
"740","17","Rido","Un rideau","_","active",
"741","17","Bangani","Dans la cuisine","_","active",
"742","17","Bako","Un foyer","_","active",
"743","17","Nyungu","Une marmite","_","active",
"744","17","Sahani","L'assiette","_","active",
"745","17","Sutru","La cuillère","_","active",
"746","17","Bakuli","Un bol","_","active",
"747","17","Shikombe","Une tasse","_","active",
"748","17","Ziya","La vaisselle","_","active",
"749","17","Uhosa ziya","Faire la vaisselle","_","active",
"750","17","Ufua","Laver","_","active",
"751","17","Uaniha","Faire sécher","_","active",
"752","17","Upasi","Repasser","_","active",
"753","17","Fera ya upasi","Un fer à repasser","_","active",
"754","17","Nisipasi zi nguo","Je repasse le linge","_","active",
"755","17","Uvudza moro","Allumer le feu","_","active",
"756","17","Upatsa zalimeti","Frotter une allumette","_","active",
"757","17","Uvala moro","Aller chercher du feu, des braises ","_","active",
"758","17","Uzima moro","Eteindre","_","active",
"759","17","Shizinga","Un tison","_","active",
"760","17","Utsotseya moro","Attiser le feu","_","active",
"761","17","Maha","La braise","_","active",
"762","17","Mwesi","La fumée","_","active",
"763","17","Jenge, zipepe","Une étincelle","_","active",
"764","17","Vu","La cendre","_","active",
"765","17","Upiha","Faire la cuisine","_","active",
"766","17","Uvahua","Servir le repas","_","active",
"767","17","Urohotsa trovi","Faire bouillir la banane","_","active",
"768","17","Uvangua sahani","Essuyer les assiettes","_","active",
"769","17","Fuko","La chambre","_","active",
"770","17","Fuko la watru mama","La chambre qui donne sur la cour","_","active",
"771","17","Fuko la watru baba","La chambre qui donne sur l'extérieur","_","active",
"772","17","Shitrandra","Le lit","_","active",
"773","17","Shitrandra ya mwana","Le lit de l'enfant","_","active",
"774","17","Godoro","Le matelas","_","active",
"775","17","Uhodza shtrandra","Faire un lit","_","active",
"776","17","Dara ya uvishiya","Un drap de dessus","_","active",
"777","17","Dara ya shtrandra","Un couvre-lit","_","active",
"778","17","Mtsao","Un oreiller","_","active",
"779","17","Mustakera","La moustiquaire","_","active",
"780","17","Uvera dara","Plier le drap","_","active",
"781","17","Mraba wa sho","Le lieu de la toilette","_","active",
"782","17","Sindrasi","Le cabinet de toilette","_","active",
"783","17","Sabuni","Un savon","_","active",
"784","17","Uhoa","Se doucher","_","active",
"785","17","Udzihosa","Se laver","_","active",
"786","17","Utsamba","Se laver les fesses","_","active",
"787","17","Upangua","Se torcher","_","active",
"788","17","Udzivangua","S'essuyer","_","active",
"789","17","Mswaki","Une brosse à dent","_","active",
"790","17","Mutru na swaki asubuhi","Qu'on se brosse les dents le matin","_","active",
"791","17","Ukutsua","Se gargariser","_","active",
"792","17","Umeya ndrevu","Se raser","_","active",
"793","17","Utsana nyole","Se peigner","_","active",
"794","17","Ushewa","Faire la grasse matinée","_","active",
"795","17","Uandzamua","Bailler","_","active",
"796","17","Udzinyongoa","S'étirer","_","active",
"797","17","Uhima","Se lever","_","active",
"798","17","Uhima fetre","Passer une bonne nuit","_","active",
"799","17","uhundza","Balayer","_","active",
"800","17","Peo","Le balai","_","active",
"801","17","Utoa trandrabwibwi","Enlever les toiles d'araignée","_","active",
"802","17","Uhukutra","Epousseter","_","active",
"803","17","Vurahara!","C'est propre !","_","active",
"804","17","Vwa tsama!","Il y a des saletés ","_","active",
"805","18","Mundra","Un champ","_","active",
"806","18","Ulima","Cultiver","_","active",
"807","18","Mulimizi","Un cultivateur","_","active",
"808","18","Malavu","Les mauvaises herbes","_","active",
"809","18","Ukokotsa","Désherber","_","active",
"810","18","Mwiri","Arbre","_","active",
"811","18","Miri","Les arbres","_","active",
"812","18","Utriya moro","Mettre le feu","_","active",
"813","18","Musi triye moro !","Ne mettez pas le feu!","_","active",
"814","18","Utabu","Planter","_","active",
"815","18","Utsimba","Creuser","_","active",
"816","18","Ngama","Un trou","_","active",
"817","18","Ufitsiya","Combler","_","active",
"818","18","Shamba","Une propriété","_","active",
"819","18","Shiunga","Un coin de terre","_","active",
"820","18","Shombo","Le coupe-coupe (mahorais)","_","active",
"821","18","Upanga","Le coupe- coupe","_","active",
"822","18","Ukatra","Couper","_","active",
"823","18","Udzitsindza","Se couper","_","active",
"824","18","Soha","La hache","_","active",
"825","18","Urema soha","Hacher","_","active",
"826","18","Upasua kuni","Casser du bois mort","_","active",
"827","18","Upua","Cueillir","_","active",
"828","18","Nyunyi","Un (les) oiseau (x)","_","active",
"829","18","Bibi","Un insecte","_","active",
"830","18","Mabibi","Des insectes","_","active",
"831","18","Ndzi","Une mouche","_","active",
"832","18","Uveuha","Voler, voltiger","_","active",
"833","18","Shijajaha, pelapelaka","Un papillon","_","active",
"834","18","Bibimangidi","Une chenille","_","active",
"835","18","Dantra","La sauterelle","_","active",
"836","18","Tsusu","Une fourmi","_","active",
"837","18","Vungo vungo","Une guêpe","_","active",
"838","18","Nyoshi","Une (un essaim) abeille","_","active",
"839","18","Ngizi","Le miel","_","active",
"840","18","Urema","Piquer","_","active",
"841","18","Dundri","Le moustique","_","active",
"842","18","Kowa","Un (des) escargot (s)","_","active",
"843","18","Mjengwe","Un ver","_","active",
"844","18","Trendrabwibwi","Une araignée","_","active",
"845","18","Nyumba ya trendrabwibwi","Une toile d'araignée","_","active",
"846","18","Trambwi","Un scolopendre","_","active",
"847","18","Trutri","La souris","_","active",
"848","18","Pubu","Le rat","_","active",
"849","18","Gawa","Un corbeau","_","active",
"850","18","Kwezi","Un aigle","_","active",
"851","18","Ndrema","Une chauve-souris","_","active",
"852","18","Kilandi","Un pique-boeuf","_","active",
"853","18","Mtsunga nyombe","Un bouvier","_","active",
"854","18","Bwindri","Le hibou","_","active",
"855","18","Ndiwa","Un pigeon","_","active",
"856","18","Vero","Un moineau","_","active",
"857","18","Nyombe","Le zébu","_","active",
"858","18","Baribari","Le mouton","_","active",
"859","18","Mbuzi","Le cabri","_","active",
"860","18","Pondra","L'âne","_","active",
"861","18","Poroku","Le porc","_","active",
"862","18","Mbwa","Le chien","_","active",
"863","18","Mlima","La montagne","_","active",
"864","18","Bandra","Une plaine","_","active",
"865","18","Uheya, upandra mlima","Escalader une montagne","_","active",
"866","18","Tsa","Le sommet","_","active",
"867","18","Mrama","Le maïs","_","active",
"868","18","Trovi","La banane","_","active",
"869","18","Mele","Le paddy","_","active",
"870","18","Munadzi","Le cocotier","_","active",
"871","18","Nadzi","Le coco sec","_","active",
"872","18","Shijavu","Le coco vert","_","active",
"873","18","Fenesi","Le jaque","_","active",
"874","19","Mwana","Un enfant","_","active",
"875","19","Mwana zaza, mwana mtiti","Un bébé","_","active",
"876","19","Udza","Accoucher","_","active",
"877","19","Baba","Le père","_","active",
"878","19","baba kambo","Le beau père ","_","active",
"879","19","Marna","La mère","_","active",
"880","19","Mama kambo","La belle mère","_","active",
"881","19","Wadzade","Les parents","_","active",
"882","19","Wa duhazi","Les grands-parents","_","active",
"883","19","Mwananya (mtro-baba)","Un frère","_","active",
"884","19","Wengi","Nombreux","_","active",
"885","19","Mwananya mtiti","Le petit frère","_","active",
"886","19","Bakoko","Le grand-père","_","active",
"887","19","Koko","La grand-mère","_","active",
"888","19","Mjuhu","Le petit-fils","_","active",
"889","19","Shilembwe","L'arrière petit-fils","_","active",
"890","19","Mwana mtrubaba","Un fils","_","active",
"891","19","Mwana mtrumama","Une fille","_","active",
"892","19","Yatima","Un (e) orphelin (e)","_","active",
"893","19","Zama","Un oncle (frère de la mère)","_","active",
"894","19","Babatiti","Un oncle (petit frère du père)","_","active",
"895","19","Bababole","Un oncle (grand frère du père)","_","active",
"896","19","Zena","Une tante (la femme de Zama)","_","active",
"897","19","Mamatiti","Une tante (la petite soeur de la mère)","_","active",
"898","19","Mamabole","Une tante (grande soeur de la mère)","_","active",
"899","19","Ngivavi","Une tante (soeur du père)","_","active",
"900","19","Mdjemaza","Un proche","_","active",
"901","19","Mwananya","Le cousin (e)","_","active",
"902","19","Mwananyangu wa trombo moja","Le frère de mon père et de la même mère","_","active",
"903","19","Mtro'me","Le mari","_","active",
"904","19","Mtro'mshe","L'épouse","_","active",
"905","19","Mtrubaba","L'homme","_","active",
"906","19","Mtrumama","La femme","_","active",
"907","19","Bamuhe","Le beau père","_","active",
"908","19","Nyadza","La belle mère","_","active",
"909","19","Mtsumba","Un (e) célibataire","_","active",
"910","19","Zuki","Grand (e) frère, sœur","_","active",
"911","19","Mbole","Grand (e)","_","active",
"912","19","Wana wa mbiliju","Des jumeaux","_","active",
"913","19","Malezi","L'éducation","_","active",
"914","19","Ushahiliha na uwana wahe","S'occuper de ses enfants","_","active",
"915","19","Uleya","Elever","_","active",
"916","19","Na mastaha","Respectueux, bien élevé","_","active",
"917","19","Mwana mwema","Un gentil enfant","_","active",
"918","19","Ureredzeya mwana","Gâter un enfant","_","active",
"919","19","Babangu wa peu","Mon père est sévère","_","active",
"920","19","Na hila","Il est peu indulgent","_","active",
"921","19","Uhidhiya mwana","Conseiller un enfant","_","active",
"922","19","Ufundra","Gronder","_","active",
"923","19","Ufungwa!","Tu es puni!","_","active",
"924","19","Na andhabu","Poli","_","active",
"925","19","Na hanyo","Grossier","_","active",
"926","19","Uvendza","Aimer","_","active",
"927","19","Ubusu","Embrasser","_","active",
"928","19","Uswamihi","Pardonner","_","active",
"929","19","Swamahani!","Pardon!","_","active",
"930","19","Wandzani","Les amis","_","active",
"931","19","Mwandzani","Une connaissance, un ami","_","active",
"932","19","Unu mwandzani wangu","C'est mon ami, copain","_","active",
"933","19","Ufunga uwandzani","Se lier d'amitié","_","active",
"934","19","Mdjeni","Un invité, un hôte","_","active",
"935","19","Ukaribisha","Accueillir","_","active",
"936","19","Amira","Elle est enceinte","_","active",
"937","19","Dzina","Le nom","_","active",
"938","19","Shekedzo","Un surnom","_","active",
"939","19","Urangiya","Courtiser","_","active",
"940","19","Urumidza","Fiancer","_","active",
"941","19","Mtsumba","Un homme ou une femme non marié(e)","_","active",
"942","19","Ndrola","Un mariage","_","active",
"943","19","Harusi","La noce","_","active",
"944","19","VIola","Epouser (pour un homme)","_","active",
"945","19","Bwana harusi","Le marié","_","active",
"946","19","Ufungiya","Se marier (devant un cadi)","_","active",
"947","19","Ufunguwa","Divorcer","_","active",
"948","19","Ufa","Mourir","_","active",
"949","20","Wakati","Le temps","_","active",
"950","20","Lera ingiy/Wakati ungiya","C'est l'heure","_","active",
"951","20","Hale (oho) Zamani","Autrefois","_","active",
"952","20","Leo","A présent","_","active",
"953","20","Avasa vanu","Maintenant","_","active",
"954","20","Trongo za leo","L'actualité","_","active",
"955","20","Mayesha ya meso","L'avenir","_","active",
"956","20","Meso","Demain","_","active",
"957","20","Wakati usu vira/Wakati usendra","Le temps passe","_","active",
"958","20","Haraka","Rapidement","_","active",
"959","20","Vole vole","Lentement","_","active",
"960","20","Uhoma","Traîner","_","active",
"961","20","Dakika ngavi ?","Combien de temps faut-il?","_","active",
"962","20","Tsi hale vanu","Récemment","_","active",
"963","20","Tsi hale","Bientôt","_","active",
"964","20","Wa handra","Le premier","_","active",
"965","20","Rabuzi","D'abord","_","active",
"966","20","Ya karibu","Le temps s'approche","_","active",
"967","20","Wakati wa uendra","Il est grand temps de partir","_","active",
"968","20","Narilishe ata meso","Remettons cela à demain","_","active",
"969","20","Waye uvitsa wakati wahe ha ubabuha","Il passe son temps à bavarder","_","active",
"970","20","Usilatsa wakati (waho)","Tu perds ton temps","_","active",
"971","20","Ukana wakati","Avoir le temps","_","active",
"972","20","Wami uja na mapema","Je viens de bonne heure","_","active",
"973","20","Uhoma","Tarder","_","active",
"974","20","Wakati wangina","Plus tard","_","active",
"975","20","Wakati usongo","Le temps presse","_","active",
"976","20","Montro wangu usendra mbiyo","Ma montre est en avance","_","active",
"977","20","Montro wangu uziya","Ma montre s'est arrêtée","_","active",
"978","20","Montro wangu ka usendra","Ma montre ne marche pas","_","active",
"979","20","Wakati uendrao","Le temps qui passe","_","active",
"980","20","Dakika","Une minute","_","active",
"981","20","Nukuta","Une seconde","_","active",
"982","20","Harmwa nusu lera","Dans une demi-heure","_","active",
"983","20","Lera wa nusu","Une heure et demie","_","active",
"984","20","Ra lera trini","Quelle heure est-il?","_","active",
"985","20","Rangu sa ya handra","Depuis 6 h 00","_","active",
"986","20","Ini ina lera traru rangu ni lindrao","Cela fait 3 h que j'attends","_","active",
"987","20","Wami upara (ulivwa) riyali thalathini lera","Je gagne 3 F de l'heure","_","active",
"988","20","Kula sa...","A chaque fois....","_","active",
"989","20","Lera mbili tsena","Deux heures de plus","_","active",
"990","20","Kula suku","Chaque jour","_","active",
"991","20","Kula mfumo","Chaque semaine","_","active",
"992","20","Kula mwezi","Chaque mois","_","active",
"993","20","Kula mwaha","Chaque année","_","active",
"994","20","Mara moja","Une fois","_","active",
"995","20","Kula mwezi wa raru","Chaque trimestre","_","active",
"996","20","Kula mwezi wa sita","Chaque semestre","_","active",
"997","20","Mwezi ubuha","C'est la nouvelle lune","_","active",
"998","20","Mwezi ufu","C'est la fin du mois","_","active",
"999","20","Ukwari na mtsana","La nuit et le jour","_","active",
"1000","20","Utowa wakati","Dire l'heure","_","active",
"1001","20","Uku ushe","Le jour se lève","_","active",
"1002","20","Jua libuha","Le soleil s'est levé","_","active",
"1003","20","heu","La lumière du jour","_","active",
"1004","20","Jua litso","Le soleil s'est couché","_","active",
"1005","20","Jua lahimo heya","Au lever du soleil","_","active",
"1006","20","Jua lahimotswa","Au coucher du soleil","_","active",
"1007","20","Vwa shidza","Il fait sombre","_","active",
"1008","20","Shidzani","Dans l'obscurité","_","active",
"1009","20","Uku ungiya","La nuit est tombée","_","active",
"1010","20","Ra uku","Il fait nuit","_","active",
"1011","20","Ukwari","Dans la nuit","_","active",
"1012","20","Lini?","Quand, quel jour ?","_","active",
"1013","20","Leo","Aujourd'hui","_","active",
"1014","20","Meso","Demain","_","active",
"1015","20","Mrondro/bada meso","Dans deux jours","_","active",
"1016","20","Jana","Hier","_","active",
"1017","20","Zuzi","Avant-hier","_","active",
"1018","20","Zuzi ya shimaore","Un passé plus ou moins récent","_","active",
"1019","20","Mfumo","Une semaine","_","active",
"1020","20","Mfumo ujao","La semaine prochaine","_","active",
